chemical formula,saturation magnetization,compoundradix,stoicentw,Zw,periodw,groupw,meltingTw,miedemaH,valencew,electronegw
Fe3 Ag1,1.6814688670461264,2.0,0.5623351446188083,68.850955,4.25,8.75,1666.9825,21.0,5.5,1.855
Fe3 Au1,1.71097509380057,2.0,0.5623351446188083,91.125542375,4.5,8.75,1692.5825,6.0,5.75,2.0075000000000003
Fe3 Co1,2.4889241315497155,2.0,0.5623351446188083,56.617198599999995,4.0,8.25,1800.25,-0.75,5.75,1.8425
Fe3 Co1 N1,1.7040890582046335,3.0,0.9502705392332346,48.09515888,3.6,9.6,1452.83,-54.24,5.6,2.082
Fe3 Co3 Ge2,1.2371240563203498,3.0,1.0821955300387671,61.19959789999999,4.0,9.875,1644.975,-14.4375,5.125,1.89375
Fe3 Co3 Si2,1.4791161538197157,3.0,1.0821955300387671,50.0631479,3.75,9.875,1763.875,-27.9375,5.125,1.86625
Fe3 Co3 Sn6,0.26739547057425417,3.0,1.0397207708399179,88.0499486,4.5,11.25,1147.29,5.25,4.75,1.9075
Fe3 Cu1,1.8527650452667341,2.0,0.5623351446188083,57.770475,4.0,8.75,1697.6925,9.75,5.5,1.8475000000000001
Fe3 Ge1,1.8141676282327368,2.0,0.5623351446188083,60.041599999999995,4.0,9.5,1661.1,-11.625,5.5,1.875
Fe3 Ge2,0.9140474880751224,2.0,0.6730116670092564,62.559439999999995,4.0,10.4,1571.1599999999999,-14.879999999999999,5.2,1.902
Fe3 Ge3,0.9200221036670551,2.0,0.6931471805599453,64.238,4.0,11.0,1511.2,-15.5,5.0,1.92
Fe3 Ge8 N8,0.34949423945028907,3.0,1.0198652142779299,45.296736842105254,3.1578947368421053,13.473684210526315,822.5999999999999,-82.92520775623268,4.7368421052631575,2.415263157894737
Fe3 H1,1.416679761944269,2.0,0.5623351446188083,42.1359,3.25,6.25,1361.7475,-17.25,4.75,1.9225
Fe3 Mo5 N8,0.5534165869592099,3.0,1.0239287996389363,47.459162500000005,3.3125,10.875,1276.1375,-104.96875,5.5,2.538125
Fe3 Ni1,2.0642371428382607,2.0,0.5623351446188083,56.55726,4.0,8.5,1790.25,-1.5,5.5,1.85
Fe3 Ni1 N1,1.6792730664874331,3.0,0.9502705392332346,48.047208,3.6,9.8,1444.83,-53.760000000000005,5.4,2.088
Fe3 Ni20 B6,0.3632778211163473,3.0,0.8169151695570781,48.491875862068966,3.586206896551724,10.413793103448276,1865.0689655172416,-16.494649227110582,4.0,1.9286206896551723
Fe3 Ni3 Ge2,0.847786071451343,3.0,1.0821955300387671,61.10969,4.0,10.25,1629.975,-15.75,4.75,1.905
Fe3 Ni3 Pt2,1.3058146873264358,3.0,1.0821955300387673,91.72321500000001,4.5,9.25,1837.475,-7.875,5.25,1.9724999999999997
Fe3 Pd1,1.862420528828264,2.0,0.5623351446188083,68.48915,4.25,8.5,1815.2625,-3.0,5.5,1.9225
Fe3 Pd1 N1,1.8001806872032355,3.0,0.9502705392332346,57.59272,3.8,9.8,1464.8400000000001,-53.6,5.4,2.146
Fe3 Pt1,1.831008507357505,2.0,0.5623351446188083,90.655125,4.5,8.5,1868.6,-9.75,6.0,1.9425
Fe3 Pt1 N1,1.5571217935068957,3.0,0.9502705392332346,75.3255,4.0,9.8,1507.51,-56.32,5.8,2.162
Fe3 Rh1,2.218062080082617,2.0,0.5623351446188083,67.6102755,4.25,8.25,1917.5,-3.75,6.0,1.9425
Fe3 Rh1 N1,1.9683116400216443,3.0,0.9502705392332346,56.8896204,3.8,9.6,1546.63,-54.24,5.8,2.162
Fe3 Si1,1.5384189470595735,2.0,0.5623351446188083,48.90515,3.75,9.5,1780.0,-26.25,5.5,1.8475000000000001
Fe3 Si2 Ni3,0.8433874146211885,3.0,1.0821955300387671,49.973240000000004,3.75,10.25,1748.875,-29.25,4.75,1.8775
Fe3 Sn1,1.4625226482666076,2.0,0.5623351446188083,71.561575,4.25,9.5,1484.52,8.25,5.5,1.8625
Fe3 Sn1 Sb1,0.8073782609369896,3.0,0.9502705392332346,81.60128,4.4,10.600000000000001,1368.3719999999998,9.919999999999998,5.4,1.9000000000000001
Fe3 Sn3,0.7604353509670103,2.0,0.6931471805599453,87.27795,4.5,11.0,1158.04,11.0,5.0,1.895
Fe3 W1,0.9489503556319698,2.0,0.5623351446188083,87.84415,4.5,7.5,2282.0,0.0,6.0,1.9625
Fe3 W4 N8,0.561756610765078,3.0,1.009613758174038,67.66370666666667,3.466666666666667,11.2,1381.2133333333334,-95.71555555555557,5.466666666666667,2.6166666666666667
Fe3 W5 N8,0.7214938401197761,3.0,1.0239287996389363,74.92478750000001,3.625,10.875,1525.825,-97.0,5.5,2.600625
Fe4,2.464534194496496,1.0,-0.0,55.8452,4.0,8.0,1811.0,0.0,6.0,1.83
Fe4 B2,1.9765526048507585,2.0,0.6365141682948129,40.83346666666666,3.333333333333333,9.666666666666666,1990.3333333333333,-23.11111111111111,5.0,1.9
Fe4 B4,1.191018309997478,2.0,0.6931471805599453,33.3276,3.0,10.5,2080.0,-26.0,4.5,1.935
Fe4 B4 W4,0.37687521566474325,3.0,1.0986122886681098,83.49873333333333,4.0,9.0,2618.333333333333,-25.333333333333332,5.0,2.0766666666666667
Fe4 Co2 N4,1.5419659755244957,3.0,1.054920167986144,39.727518880000005,3.2,11.0,1103.26,-80.00000000000001,5.4,2.3240000000000003
Fe4 Co4 Si4,0.848164609864449,3.0,1.0986122886681098,47.62113146666666,3.666666666666666,10.333333333333332,1755.333333333333,-32.888888888888886,5.0,1.87
Fe4 Co8 B4,1.4122560107933326,3.0,1.0397207708399179,46.1303972,3.5,9.75,1924.0,-19.0,4.75,1.9075
Fe4 Ge2,1.2300650268095208,2.0,0.6365141682948129,61.44039999999999,4.0,10.0,1611.1333333333332,-13.777777777777777,5.333333333333333,1.89
Fe4 Ge4,0.7500109017562809,2.0,0.6931471805599453,64.238,4.0,11.0,1511.2,-15.5,5.0,1.92
Fe4 Ge4 N8,0.9462350374752823,3.0,1.0397207708399179,39.1225,3.0,13.0,787.1750000000001,-86.625,5.0,2.48
Fe4 Mo1,1.6228371887125668,2.0,0.5004024235381879,63.86636,4.2,7.6000000000000005,2028.0000000000002,-1.2800000000000002,6.0,1.8960000000000001
Fe4 Mo12 Pd4 N4,0.31422035296610684,4.0,1.2424533248940002,77.35436666666668,4.333333333333333,8.500000000000002,2065.0333333333333,-60.999999999999986,5.499999999999999,2.2583333333333333
Fe4 Mo12 Pt4 N4,0.31026581947540277,4.0,1.2424533248940002,92.13168333333333,4.499999999999999,8.500000000000002,2100.5916666666667,-65.22222222222221,5.833333333333333,2.2716666666666665
Fe4 N1,1.6332349602247245,2.0,0.5004024235381879,47.477560000000004,3.6,9.4,1461.4300000000003,-55.680000000000014,5.800000000000001,2.072
Fe4 Ni2,1.6558584931826736,2.0,0.6365141682948129,56.79461333333333,4.0,8.666666666666666,1783.3333333333333,-1.7777777777777777,5.333333333333333,1.8566666666666667
Fe4 Ni2 N4,0.4692355373152528,3.0,1.054920167986144,39.679568,3.2,11.200000000000001,1095.26,-78.40000000000002,5.2,2.33
Fe4 Ni4 Mo12 N4,0.33061485147807207,4.0,1.2424533248940002,69.39977333333334,4.166666666666666,8.500000000000002,2048.358333333333,-58.88888888888888,5.499999999999999,2.21
Fe4 Sb3,0.6675008753079555,2.0,0.6829081047004717,84.09444285714285,4.428571428571429,11.0,1422.1914285714286,9.795918367346937,5.571428571428571,1.9242857142857142
Fe4 Sb4 Pt4,0.5544518585956105,3.0,1.0986122886681098,124.23006666666666,5.0,11.0,1585.3933333333334,-8.88888888888889,5.666666666666666,2.0533333333333332
Fe4 Si1,1.7617469099592067,2.0,0.5004024235381879,50.29316,3.8000000000000003,9.200000000000001,1786.2000000000003,-22.400000000000006,5.6000000000000005,1.844
Fe4 Si2,0.763614428899977,2.0,0.6365141682948129,46.5918,3.6666666666666665,10.0,1769.6666666666665,-31.11111111111111,5.333333333333333,1.8533333333333333
Fe4 Si4 Mo4,0.2778898126899597,3.0,1.0986122886681098,59.96039999999999,4.0,9.333333333333332,2131.333333333333,-32.0,5.333333333333333,1.9633333333333334
Fe4 Si4 N8,0.5937796399699029,3.0,1.0397207708399179,27.98605,2.75,13.0,906.075,-92.75,5.0,2.4525
Fe4 Si4 Ni4,0.5305968067561975,3.0,1.0986122886681098,47.54121333333333,3.666666666666666,10.666666666666666,1742.0,-34.22222222222222,4.666666666666666,1.8800000000000001
Fe4 Si4 W4,0.2482079260396634,3.0,1.0986122886681098,89.25706666666666,4.333333333333333,9.333333333333332,2397.6666666666665,-29.333333333333332,5.333333333333333,2.03
Fe4 Sn2,1.1682856041519236,2.0,0.6365141682948129,76.80036666666666,4.333333333333333,10.0,1375.6933333333332,9.777777777777777,5.333333333333333,1.8733333333333333
Fe4 Sn4 Pt4,0.510450502700428,3.0,1.0986122886681098,123.2136,5.0,10.666666666666666,1452.4933333333333,-12.0,5.333333333333333,2.0233333333333334
Fe48 N22,1.363381940479923,2.0,0.6224869206570487,42.69605142857143,3.3714285714285714,10.2,1261.6757142857143,-74.99755102040817,5.685714285714285,2.2102857142857144
Fe5 Co3,2.4513065167099226,2.0,0.661563238157982,57.003197899999996,4.0,8.375,1794.875,-0.9375,5.625,1.84875
Fe5 Sb4,0.6128107650990491,2.0,0.6869615765973234,85.1407111111111,4.444444444444445,11.11111111111111,1407.7911111111111,9.876543209876543,5.555555555555555,1.9277777777777778
Fe6,2.0588683762559583,1.0,-0.0,55.8452,4.0,8.0,1811.0,0.0,6.0,1.83
Fe6 Au2,1.687503617255584,2.0,0.5623351446188083,91.125542375,4.5,8.75,1692.5825,6.0,5.75,2.0075000000000003
Fe6 B2,1.630449651676915,2.0,0.5623351446188083,44.5864,3.5,9.25,1945.5,-19.5,5.25,1.8825
Fe6 Co6 B4,1.5517508656806298,3.0,1.0821955300387673,45.7443979,3.5,9.625,1929.375,-19.3125,4.875,1.9012499999999999
Fe6 Ge2,1.820800238890456,2.0,0.5623351446188083,60.041599999999995,4.0,9.5,1661.1,-11.625,5.5,1.875
Fe6 Ge2 N1,0.8113292292200728,3.0,0.8486855577264171,54.92664444444444,3.7777777777777777,10.111111111111109,1483.55,-42.71604938271605,5.444444444444444,2.0044444444444443
Fe6 H2,2.0627415794966772,2.0,0.5623351446188083,42.1359,3.25,6.25,1361.7475,-17.25,4.75,1.9225
Fe6 Mo12 Pd2 N4,0.4472497639679832,4.0,1.198849312913621,73.13971666666667,4.25,8.333333333333334,2063.6125,-60.11111111111111,5.666666666666667,2.2275
Fe6 Mo12 Pt2 N4,0.45164718838212725,4.0,1.198849312913621,80.528375,4.333333333333333,8.333333333333332,2081.391666666667,-62.472222222222214,5.833333333333333,2.234166666666667
Fe6 Mo12 Rh2 N4,0.49739266454300407,4.0,1.198849312913621,72.84675849999999,4.25,8.25,2097.691666666667,-60.24999999999999,5.833333333333333,2.234166666666667
Fe6 Mo2,0.33042303522016064,2.0,0.5623351446188083,65.87165,4.25,7.5,2082.25,-1.5,6.0,1.9125
Fe6 N2,2.0889541998109027,2.0,0.5623351446188083,45.38565,3.5,9.75,1374.0375,-65.25,5.75,2.1325000000000003
Fe6 N3,1.2400685563064382,2.0,0.6365141682948129,41.899133333333324,3.333333333333333,10.333333333333332,1228.3833333333332,-77.33333333333333,5.666666666666667,2.2333333333333334
Fe6 Ni2 Mo12 N4,0.46683747508828427,4.0,1.198849312913621,69.16242,4.166666666666667,8.333333333333334,2055.275,-58.99999999999999,5.666666666666667,2.2033333333333336
Fe6 Ni4,1.8130926776955034,2.0,0.6730116670092564,56.984496,4.0,8.8,1777.8,-1.92,5.2,1.862
Fe6 Ni6 B4,1.0737379495439012,3.0,1.0821955300387673,45.65449,3.5,10.0,1914.375,-19.875,4.5,1.9124999999999999
Fe6 Sb2,1.524979850782903,2.0,0.5623351446188083,72.323925,4.25,9.75,1584.195,7.5,5.75,1.885
Fe6 Sb2 N2,0.6838726331515025,3.0,0.9502705392332346,60.66054,3.8,10.8,1279.986,-48.8,5.6,2.116
Fe6 Si2 N8,0.2619113109288448,3.0,0.9743147528693494,31.456075,2.875,12.25,921.575,-92.0625,5.25,2.44375
Fe6 Sn2,1.4451947358156092,2.0,0.5623351446188083,71.561575,4.25,9.5,1484.52,8.25,5.5,1.8625
Fe6 Sn4,1.0353114046880698,2.0,0.6730116670092564,80.9914,4.4,10.4,1288.6319999999998,10.559999999999999,5.2,1.8820000000000001
Fe6 W2,0.337863051077741,2.0,0.5623351446188083,87.84415,4.5,7.5,2282.0,0.0,6.0,1.9625
Fe65 B6 N6,1.9710483843862128,3.0,0.5407367702439038,49.07584415584415,3.688311688311688,8.935064935064934,1716.725974025974,-30.411873840445264,5.688311688311688,1.9406493506493507
Fe7 Co1,2.5226100048450513,2.0,0.37677016125643675,56.2311993,4.0,8.125,1805.625,-0.4375,5.875,1.8362500000000002
Fe7 Ge4,1.326986347401451,2.0,0.6554817739013928,61.949054545454544,4.0,10.181818181818182,1592.9636363636364,-14.347107438016529,5.2727272727272725,1.8954545454545455
Fe7 Mo6,0.55838220748084,2.0,0.6901856760188042,74.35556923076923,4.461538461538462,7.076923076923077,2311.769230769231,-1.9881656804733727,6.0,1.9823076923076923
Fe7 W6,0.4279751342959362,2.0,0.6901856760188042,114.92018461538463,4.923076923076923,7.076923076923077,2680.5384615384614,0.0,6.0,2.0746153846153845
Fe8 B8,0.5528585799894815,2.0,0.6931471805599453,33.3276,3.0,10.5,2080.0,-26.0,4.5,1.935
Fe8 Co2 Si2 B4,1.0700109400936857,4.0,1.2130075659799042,41.5023743,3.375,10.125,1924.625,-29.125,4.875,1.8975
Fe8 Mo4,0.40086347868061195,2.0,0.6365141682948129,69.21379999999999,4.333333333333333,7.333333333333333,2172.6666666666665,-1.7777777777777777,6.0,1.94
Fe8 N1,2.4333166517683935,2.0,0.34883209584303193,51.19651111111111,3.7777777777777777,8.777777777777777,1616.7944444444443,-34.37037037037037,5.888888888888888,1.9644444444444444
Fe8 N4,1.2394178406529497,2.0,0.6365141682948129,41.899133333333324,3.333333333333333,10.333333333333332,1228.3833333333332,-77.33333333333333,5.666666666666667,2.2333333333333334
Fe8 Ni4 B4,1.2703779692607986,3.0,1.0397207708399179,45.29846,3.5,9.75,1924.75,-20.0,4.75,1.9025
Fe8 Re12,0.6736238399325184,2.0,0.6730116670092564,134.06234,5.2,7.4,2799.8,0.0,6.6000000000000005,1.872
Fe8 W4,0.3803631397886172,2.0,0.6365141682948129,98.51046666666666,4.666666666666666,7.333333333333333,2439.0,0.0,6.0,2.0066666666666664
Fe9 B4 Rh3,1.4351444700735239,3.0,0.9840865030829147,53.410206625,3.6875,9.4375,2025.375,-21.421875,5.25,1.9668750000000002
Fe9 Co7,2.454436273004532,2.0,0.6853142072764582,57.19619755,4.0,8.4375,1792.1875,-0.984375,5.5625,1.8518750000000002
Ga1 Co2 Ni1,0.6873826510856326,3.0,1.0397207708399179,61.5707322,4.0,10.25,1391.72865,-9.25,4.25,1.87
Ga1 Co3,0.9370702743489884,2.0,0.5623351446188083,61.6306708,4.0,10.0,1401.72865,-8.25,4.5,1.8624999999999998
Ga1 Co4,1.2299828797270236,2.0,0.5004024235381879,61.09117552,4.0,9.8,1474.9829200000001,-7.040000000000001,4.6000000000000005,1.866
Ga1 Co4 Ge3,0.35656954489375126,3.0,0.9743147528693494,65.4185347,4.0,11.375,1376.139325,-21.78125,4.375,1.92
Ga1 Cu4 Ni15,0.32752005722324584,3.0,0.6874357505033553,60.215495000000004,4.0,10.35,1582.69973,0.18999999999999995,3.95,1.903
Ga1 Fe1,0.9053367412383023,2.0,0.6931471805599453,62.78415,4.0,10.5,1056.9573,-2.0,4.5,1.82
Ga1 Fe1 Co2,1.3053667987958304,3.0,1.0397207708399179,60.8586722,4.0,9.75,1412.47865,-6.5,4.75,1.85
Ga1 Fe1 Ni2,0.7598976717524817,3.0,1.0397207708399179,60.738795,4.0,10.25,1392.47865,-9.0,4.25,1.865
Ga1 Fe1 Rh2,0.9604405845149778,3.0,1.0397207708399179,82.844826,4.5,9.75,1646.97865,-15.5,5.25,2.05
Ga1 Fe1 Ru2,0.7148565835741841,3.0,1.0397207708399179,81.92807499999999,4.5,9.25,1831.97865,-8.5,6.25,2.0100000000000002
Ga1 Fe2,1.4007214039791414,2.0,0.6365141682948129,60.47116666666666,4.0,9.666666666666666,1308.3048666666666,-1.7777777777777777,5.0,1.8233333333333333
Ga1 Fe2 Co1,1.3348237178385085,3.0,1.0397207708399179,60.0866736,4.0,9.5,1423.22865,-4.25,5.0,1.8375
Ga1 Fe2 Co4 Si1,1.3756745787037348,4.0,1.2130075659799042,55.6539097,3.875,9.875,1585.489325,-18.4375,4.875,1.86125
Ga1 Fe2 Ni1,1.0808905994349869,3.0,1.0397207708399179,60.026735,4.0,9.75,1413.22865,-5.75,4.75,1.845
Ga1 Fe3,1.6147021487284652,2.0,0.5623351446188083,59.314675,4.0,9.25,1433.97865,-1.5,5.25,1.8250000000000002
Ga1 Fe3 N1,1.1007301087043713,3.0,0.9502705392332346,50.25314,3.6,10.4,1159.81292,-57.92,5.2,2.068
Ga1 Fe4,1.738407099729529,2.0,0.5004024235381879,58.62078,4.0,9.0,1509.3829200000002,-1.2800000000000002,5.4,1.8260000000000003
Ga1 Fe4 Co8 Si3,1.3993031576981594,4.0,1.18030455699462,53.05152845,3.8125,9.9375,1671.9946625,-23.609375,4.9375,1.8668749999999998
Ga1 Fe7 N2,1.2193606272804636,3.0,0.8018185525433373,48.86535,3.5999999999999996,9.9,1310.6214599999998,-56.879999999999995,5.5,2.07
Ga1 Ni1 Rh2,0.44746122755926215,3.0,1.0397207708399179,83.556886,4.5,10.25,1626.22865,-16.75,4.75,2.07
Ga1 Ni2 Pt1,0.222217828079843,3.0,1.0397207708399179,95.54872,4.5,10.75,1450.07865,-19.5,4.25,1.9775
Ga1 Ni3,0.2543794569451966,2.0,0.5623351446188083,61.450855000000004,4.0,10.75,1371.72865,-11.25,3.75,1.885
Ga10 Fe12,0.9790385423956006,2.0,0.6890092384766585,62.153336363636356,4.0,10.272727272727273,1125.5066363636363,-1.9834710743801651,4.636363636363636,1.8209090909090908
Ga12 Fe9,0.6626465989986492,2.0,0.6829081047004717,63.77542857142857,4.0,10.857142857142856,949.2369142857142,-1.9591836734693875,4.285714285714286,1.8185714285714285
Ga16 Fe16 N32,0.38177213461687404,3.0,1.0397207708399179,38.395575,3.0,12.75,560.0536500000001,-91.5,4.75,2.43
Ga2 Co21 B6,0.8600708929527844,3.0,0.7441295414112981,49.72080284137931,3.586206896551724,10.10344827586207,1787.166524137931,-16.237812128418547,4.448275862068965,1.9082758620689655
Ga2 Co6,0.9662976787225372,2.0,0.5623351446188083,61.6306708,4.0,10.0,1401.72865,-8.25,4.5,1.8624999999999998
Ga2 Fe1 Ni9,0.5156649791891464,3.0,0.7214636866925115,60.29436333333334,4.0,10.333333333333332,1497.4024333333334,-8.11111111111111,4.0,1.8866666666666667
Ga2 Fe6,1.7770618109972007,2.0,0.5623351446188083,59.314675,4.0,9.25,1433.97865,-1.5,5.25,1.8250000000000002
Ga2 Ni6,0.27884439085378265,2.0,0.5623351446188083,61.450855000000004,4.0,10.75,1371.72865,-11.25,3.75,1.885
Ga3 Co4 Ge1,0.28665006308489077,3.0,0.9743147528693494,64.6916097,4.0,11.125,1149.017975,-16.53125,4.125,1.8699999999999999
Ga3 Fe4 Co8 Si1,1.3627982263028122,4.0,1.18030455699462,58.25629095,3.9375,9.8125,1498.9839875,-12.734375,4.8125,1.8556249999999999
Ga4 Co2 N6,0.34437791991469135,3.0,1.0114042647073518,40.0667324,3.0,13.333333333333332,427.2132,-90.77777777777777,4.333333333333333,2.4366666666666665
Ga4 Fe2 N6,0.8108423067238784,3.0,1.0114042647073518,39.55206666666667,3.0,13.166666666666666,434.3798666666666,-92.77777777777777,4.5,2.4283333333333332
Ga4 Fe4 Ge4,0.34442399572472615,3.0,1.0986122886681098,66.06636666666667,4.0,11.666666666666666,1108.4382,-14.666666666666664,4.333333333333333,1.8833333333333333
H1,0.2913969086125712,1.0,-0.0,1.008,1.0,1.0,13.99,0.0,1.0,2.2
H1 Pd3,0.21311809899285025,2.0,0.5623351446188083,80.06775,4.0,7.75,1374.5349999999999,-20.25,3.25,2.2
H1 Rh1,0.5298994550823891,2.0,0.6931471805599453,51.956751,3.0,5.0,1125.495,-23.0,3.5,2.24
H16,0.21117927948983403,1.0,-0.0,1.008,1.0,1.0,13.99,0.0,1.0,2.2
H2,0.26994898055007277,1.0,-0.0,1.008,1.0,1.0,13.99,0.0,1.0,2.2
Hf1 Al1 Co2,0.21692706043673057,3.0,1.0397207708399179,80.8349818425,4.25,8.75,1743.8675,-36.75,4.25,1.6675
Hf1 Al1 Fe2,0.21358045952536295,3.0,1.0397207708399179,79.2909846425,4.25,8.25,1765.3675,-25.75,4.75,1.6425
Hf1 Al6 Fe6,0.7833934634865961,3.0,0.9110175397125628,51.957879340000005,3.6923076923076925,10.000000000000002,1459.4476923076925,-17.893491124260358,4.461538461538462,1.687692307692308
Hf1 Al8 Fe4,0.2824713761386487,3.0,0.8587409130062867,47.517316043076924,3.5384615384615388,10.76923076923077,1324.443076923077,-17.70414201183432,4.0,1.653846153846154
Hf1 Co1,0.35448891387344544,2.0,0.6931471805599453,118.71259719999999,5.0,6.5,2137.0,-35.0,4.5,1.5899999999999999
Hf1 Co2 Sn1,0.3883317476718654,3.0,1.0397207708399179,103.76727220000001,4.75,9.0,1636.77,-26.25,4.5,1.755
Hf1 Fe6 Ge6,0.9218762193050822,3.0,0.9110175397125628,73.02676923076923,4.153846153846154,10.461538461538462,1587.723076923077,-25.49112426035503,4.923076923076923,1.8723076923076925
Hf1 Ga1 Co2,0.2229857085619807,3.0,1.0397207708399179,91.5203722,4.5,8.75,1586.22865,-31.5,4.25,1.7175
Hf1 Ga6 Fe6,0.694738349817943,3.0,0.9110175397125628,71.68475384615385,4.153846153846154,10.000000000000002,1168.422123076923,-9.514792899408285,4.461538461538462,1.7800000000000002
Hf1 In1 Co2,0.22143728034230736,3.0,1.0397207708399179,102.7941222,4.75,8.75,1617.937125,-18.5,4.25,1.71
Hf1 Mn1 N2,0.29862529888754835,3.0,1.0397207708399179,65.361011075,3.5,10.25,1037.825,-171.5,5.25,2.2325
Hf1 Mn1 Rh2,0.9169653678171161,3.0,1.0397207708399179,109.810262075,5.0,7.25,2124.75,-42.5,5.75,1.8524999999999998
Hf1 Mn1 Tl1,0.5969601873040296,3.0,1.0986122886681098,145.93668143333332,5.333333333333333,7.999999999999999,1534.0,-5.333333333333333,4.666666666666666,1.49
Hf1 Mn6 Ge6,0.8460196196909997,3.0,0.9110175397125628,72.60808198461538,4.153846153846154,10.000000000000002,1452.9538461538461,-37.846153846153854,5.384615384615385,1.7430769230769232
Hf1 Mn6 Sn6,0.9745158799247506,3.0,0.9110175397125628,93.87572813846154,4.615384615384616,10.000000000000002,1126.96,-12.63905325443787,5.384615384615385,1.7200000000000002
Hf1 Zr1 Co2,0.3401053094662973,3.0,1.0397207708399179,96.89564719999998,4.75,6.5,2042.5,-38.0,4.5,1.5975
Hf1 Zr1 Co2 Sb2,0.21285692748965665,4.0,1.3296613488547582,105.18379813333333,4.833333333333333,9.333333333333334,1662.9266666666663,-40.44444444444444,4.666666666666666,1.748333333333333
Hf1 Zr1 Fe4,0.9577578633247382,3.0,0.8675632284814613,82.18283333333332,4.5,6.666666666666668,1979.6666666666665,-20.444444444444443,5.333333333333333,1.6583333333333332
Hf12 Mn12,0.20732480792360822,2.0,0.6931471805599453,116.71502215,5.0,5.5,2012.5,-12.0,5.5,1.425
Hf12 Mn12 Ga24,0.31230316757926135,3.0,1.0397207708399179,93.219061075,4.5,9.25,1157.7073,-26.5,4.25,1.6175
Hf12 Mn12 Ge24,0.48997487972214343,3.0,1.0397207708399179,94.672911075,4.5,9.75,1611.95,-51.5,4.75,1.7174999999999998
Hf12 Mn12 Si24,0.3285277046772329,3.0,1.0397207708399179,72.400011075,4.0,9.75,1849.75,-64.0,4.75,1.6624999999999999
Hf16 Fe8,0.19802522745939727,2.0,0.6365141682948129,137.6097333333333,5.333333333333333,5.333333333333333,2274.333333333333,-18.666666666666664,4.666666666666666,1.4766666666666666
Hf16 Mn8,0.22231532005275048,2.0,0.6365141682948129,137.30734809999998,5.333333333333333,5.0,2177.0,-10.666666666666666,5.0,1.3833333333333333
Hf2 Co21 B6,0.7814824249129944,3.0,0.7441295414112981,57.22210628965517,3.7241379310344827,9.482758620689655,1939.103448275862,-25.141498216409037,4.517241379310345,1.873103448275862
Hf2 Co4,0.5813674598404338,2.0,0.6365141682948129,98.7861296,4.666666666666666,7.333333333333333,2013.9999999999998,-31.11111111111111,4.666666666666666,1.6866666666666665
Hf2 Co6,0.6133322599235238,2.0,0.5623351446188083,88.8228958,4.5,7.75,1952.5,-26.25,4.75,1.7349999999999999
Hf2 Co7,0.7616884531529781,2.0,0.5297061990576545,85.50181786666666,4.444444444444445,7.888888888888889,1932.0,-24.197530864197528,4.777777777777778,1.751111111111111
